credit_card,cpu,purchase_date
8675-2419-4293-2327,AMD Ryzen 5 5418X,2018-03-23
7534-9239-6340-5296,Intel Core i4-2857K,2019-04-10
2128-4422-9002-1493,AMD Ryzen 5 9657X,2020-01-09
5833-7445-7576-2175,Intel Core i4-6483K,2020-06-09
5725-6056-1230-2423,AMD Ryzen 6 9499X,2019-10-29
6301-4728-4711-3385,Intel Core i1-3468K,2020-05-22
6558-7980-8842-5656,AMD Ryzen 8 4534X,2018-11-04
9191-1122-6734-3738,Intel Core i6-9416K,2020-01-26
9284-8359-6440-4195,AMD Ryzen 1 6765X,2019-01-15
3178-8056-2951-7950,Intel Core i8-9764K,2017-11-08
1783-5734-8011-4281,AMD Ryzen 3 7452X,2020-08-19
4792-4883-7876-7654,Intel Core i7-6213K,2018-06-23
3222-5812-6214-9528,AMD Ryzen 9 3580X,2020-09-06
7905-7962-4751-9596,Intel Core i8-6108K,2019-06-13
4014-6028-7223-2455,AMD Ryzen 8 5988X,2020-10-02
8655-3225-4065-3143,Intel Core i1-9446K,2018-10-11
8347-7538-3831-9871,AMD Ryzen 2 5321X,2018-03-20
3341-8489-2821-9047,Intel Core i3-4640K,2019-12-22
1037-5897-7039-6884,AMD Ryzen 8 3472X,2020-07-06
1087-5678-3953-1327,Intel Core i4-4245K,2019-10-27
8052-2793-9454-6075,AMD Ryzen 1 9596X,2018-03-24
9959-4557-9233-6501,Intel Core i5-2711K,2020-04-04
8863-1085-2700-7690,AMD Ryzen 7 1319X,2019-07-03
4059-1902-7681-7505,Intel Core i3-4697K,2020-04-13
7348-7106-1742-1309,AMD Ryzen 5 6378X,2018-09-24
6046-9115-9738-3627,Intel Core i6-3582K,2019-01-10
4385-9304-7816-1708,AMD Ryzen 4 2613X,2019-04-26
2956-7172-4788-9426,Intel Core i1-8746K,2018-02-06
7198-1807-3035-3509,AMD Ryzen 1 4968X,2018-08-09
5075-2432-2837-2463,Intel Core i8-9547K,2020-06-13
3022-4929-1568-4992,AMD Ryzen 2 3429X,2020-03-06
9997-1547-1573-2267,Intel Core i7-5137K,2020-01-24
2033-1143-4635-9790,AMD Ryzen 7 9245X,2017-11-30
1499-6022-9927-7593,Intel Core i7-7241K,2018-02-14
6413-4012-2794-3862,AMD Ryzen 9 5999X,2019-07-04
8807-8108-6681-9299,Intel Core i4-2412K,2017-12-08
6202-5921-3410-5517,AMD Ryzen 4 7966X,2017-11-16
9340-1322-2945-6363,Intel Core i5-1457K,2020-07-31
9289-4376-4553-6144,AMD Ryzen 5 3851X,2019-08-20
7705-1793-6260-1901,Intel Core i4-3298K,2019-03-30
5040-4324-7350-5162,AMD Ryzen 2 6554X,2018-07-24
6344-9809-1636-3006,Intel Core i4-9905K,2018-01-02
1916-4083-5921-4363,AMD Ryzen 5 4667X,2019-04-30
3217-2434-7955-3061,Intel Core i2-8323K,2019-03-09
3484-5629-2606-4632,AMD Ryzen 4 4736X,2020-06-18
6889-9181-1836-8574,Intel Core i8-2318K,2019-10-30
2329-5610-2133-8485,AMD Ryzen 5 3776X,2018-07-13
2904-9467-1159-1510,Intel Core i4-8115K,2017-11-19
1883-1053-5001-1350,AMD Ryzen 3 9951X,2018-09-05
7149-2620-4563-6128,Intel Core i8-4432K,2018-05-06
7674-8123-3601-4528,AMD Ryzen 9 5342X,2019-01-13
8296-1506-9282-5348,Intel Core i9-7181K,2018-08-30
9849-7044-5826-2966,AMD Ryzen 8 4682X,2018-11-08
3475-5400-6738-2278,Intel Core i7-1250K,2018-11-07
4473-9750-6366-2528,AMD Ryzen 2 7505X,2019-06-13
2940-3077-3261-7433,Intel Core i2-8110K,2020-06-01
4901-4969-3525-7403,AMD Ryzen 5 9796X,2020-02-14
7340-3322-4050-5816,Intel Core i6-3747K,2020-04-16
3197-1721-7108-5070,AMD Ryzen 5 8259X,2020-05-03
2205-5788-3772-4198,Intel Core i4-5912K,2019-08-02
1910-6434-9000-7123,AMD Ryzen 7 7348X,2020-02-24
4328-8951-3646-9072,Intel Core i5-9684K,2017-12-08
2977-9669-9774-7057,AMD Ryzen 8 6123X,2018-05-03
3755-8228-4604-1205,Intel Core i3-5742K,2017-10-29
4770-5485-8607-6271,AMD Ryzen 4 4668X,2018-04-30
7118-3859-2193-7182,Intel Core i1-7418K,2017-12-02
9597-7489-4309-9707,AMD Ryzen 8 7994X,2018-01-14
2982-6581-9781-1766,Intel Core i1-3139K,2020-09-20
4911-6224-3388-1672,AMD Ryzen 8 9727X,2018-07-24
6675-4121-1762-1998,Intel Core i4-3773K,2018-05-02
7566-9318-8851-9049,AMD Ryzen 9 1713X,2020-10-01
9240-8392-1873-2064,Intel Core i9-2156K,2019-06-11
9493-2071-4674-1059,AMD Ryzen 1 9693X,2018-02-02
8978-8251-1615-9282,Intel Core i4-3494K,2017-11-12
5029-5392-1995-5179,AMD Ryzen 9 2614X,2020-08-14
8566-6601-7566-8763,Intel Core i6-4996K,2019-08-26
1811-2547-2274-4021,AMD Ryzen 4 7773X,2020-08-13
4993-3939-9702-4979,Intel Core i2-6869K,2018-08-01
1908-6268-3716-3702,AMD Ryzen 2 3144X,2020-06-16
9242-2023-4517-9517,Intel Core i4-4427K,2019-08-07
3139-4326-6862-6127,AMD Ryzen 9 6199X,2018-01-03
4259-6515-6498-7253,Intel Core i3-4562K,2020-02-25
6496-8623-1961-2916,AMD Ryzen 6 6688X,2018-07-11
2210-7328-4977-4588,Intel Core i2-1737K,2018-01-10
9099-8200-5581-5559,AMD Ryzen 9 2908X,2020-10-16
6285-3717-2152-6657,Intel Core i9-5305K,2019-05-28
7157-9809-8996-8548,AMD Ryzen 8 6393X,2020-04-06
7496-7898-6550-2653,Intel Core i5-8814K,2019-10-04
7827-6679-3839-7137,AMD Ryzen 6 5140X,2019-09-28
6727-3025-1463-1089,Intel Core i3-5643K,2019-03-26
2287-3492-6586-8994,AMD Ryzen 2 5142X,2018-08-05
7312-7468-4266-6968,Intel Core i8-8437K,2017-12-13
4884-4313-6005-5309,AMD Ryzen 8 6914X,2019-07-02
2892-5597-7725-8023,Intel Core i8-7871K,2020-06-21
2586-2681-9183-5089,AMD Ryzen 2 5886X,2019-10-05
1892-6372-1604-4345,Intel Core i5-8826K,2019-11-19
7553-4937-4521-8492,AMD Ryzen 2 8908X,2019-05-10
6274-7502-7237-7567,Intel Core i9-9682K,2020-08-20
6177-2424-9856-5729,AMD Ryzen 7 4479X,2018-02-07
7409-3835-1015-8530,Intel Core i8-6933K,2018-05-24
8930-4575-4601-8197,AMD Ryzen 8 5654X,2018-12-07
4302-4727-1196-4338,Intel Core i1-5554K,2018-11-18
3381-6662-5969-7216,AMD Ryzen 1 2947X,2018-07-21
1161-6437-5220-4735,Intel Core i4-5247K,2018-03-11
9213-6507-9744-8589,AMD Ryzen 2 7612X,2019-10-06
2411-4931-2152-5264,Intel Core i5-7475K,2017-11-10
6040-1663-6186-5567,AMD Ryzen 9 8203X,2018-06-16
8741-7699-7281-7654,Intel Core i4-2721K,2018-12-26
9627-6682-1724-3999,AMD Ryzen 5 3951X,2018-02-20
1720-7956-8089-6424,Intel Core i6-8178K,2020-01-14
8400-8163-1803-5241,AMD Ryzen 6 5856X,2019-02-12
4482-4379-5905-8338,Intel Core i7-5540K,2018-05-27
6769-7231-3134-8836,AMD Ryzen 2 7790X,2018-04-01
2917-9510-5903-8846,Intel Core i6-1890K,2020-02-02
8225-9333-7038-5267,AMD Ryzen 5 3193X,2018-04-26
3279-5777-9687-7218,Intel Core i8-2746K,2019-01-11
3449-5952-4148-3526,AMD Ryzen 7 5199X,2020-10-20
6135-9257-5031-7445,Intel Core i9-5752K,2020-06-07
6962-5932-8663-4759,AMD Ryzen 3 2562X,2019-03-24
2231-7068-8455-6765,Intel Core i9-1348K,2017-10-26
5066-1931-1761-4002,AMD Ryzen 4 2380X,2020-04-02
5343-9706-5388-3225,Intel Core i1-7845K,2018-11-28
9923-7602-2920-2450,AMD Ryzen 9 5123X,2020-07-03
5518-6080-4674-8975,Intel Core i3-1858K,2020-01-02
1709-9481-3597-2147,AMD Ryzen 2 6619X,2019-08-16
2777-8624-5145-3344,Intel Core i2-7211K,2019-12-21
5648-3575-7691-7745,AMD Ryzen 9 7894X,2018-06-04
7050-3051-5716-3414,Intel Core i2-6793K,2018-01-21
4260-8684-4550-6010,AMD Ryzen 1 6270X,2020-07-01
8175-7577-7669-7133,Intel Core i9-9875K,2018-01-16
9308-8800-9173-4490,AMD Ryzen 1 5986X,2020-05-23
4610-7393-3540-1954,Intel Core i9-2576K,2018-01-22
4771-7978-1303-2760,AMD Ryzen 5 2608X,2020-07-21
6476-8163-9867-2021,Intel Core i1-7736K,2018-09-13
4037-3296-4945-3098,AMD Ryzen 9 5730X,2020-01-30
1701-2902-7554-3227,Intel Core i1-8226K,2017-11-12
7690-8646-2944-8397,AMD Ryzen 7 6615X,2018-09-18
8446-5654-9833-6643,Intel Core i5-4583K,2018-06-05
3788-1502-5381-4343,AMD Ryzen 2 6613X,2019-02-08
3431-4216-8133-9242,Intel Core i7-8420K,2020-09-28
1671-4742-9381-6291,AMD Ryzen 9 6268X,2019-08-02
7889-6170-4882-2591,Intel Core i7-9492K,2018-06-12
3394-4011-1128-6251,AMD Ryzen 1 9327X,2017-12-01
1793-7717-4261-7766,Intel Core i2-6872K,2019-05-25
8378-9469-5099-4535,AMD Ryzen 6 5639X,2019-12-31
3859-7896-3923-6644,Intel Core i6-3241K,2020-08-25
9869-8810-1226-8958,AMD Ryzen 6 9679X,2018-04-18
6384-4158-6458-9284,Intel Core i7-5595K,2019-11-02
2117-6964-3241-3943,AMD Ryzen 6 6488X,2019-01-29
2828-8521-8257-2783,Intel Core i9-7442K,2019-10-12
4870-8395-8976-1213,AMD Ryzen 8 7515X,2019-10-11
1191-6881-7985-4337,Intel Core i2-3868K,2018-07-20
9739-4137-1038-5588,AMD Ryzen 9 7532X,2020-06-19
5898-2243-2839-9614,Intel Core i9-7445K,2018-05-27
5468-6739-8656-6580,AMD Ryzen 9 2999X,2017-12-03
1811-8698-2884-9290,Intel Core i2-6773K,2019-07-08
1652-9737-2349-5103,AMD Ryzen 6 8923X,2020-05-24
1873-8724-3625-9598,Intel Core i7-9126K,2018-06-17
3905-5997-5009-2308,AMD Ryzen 1 5524X,2019-09-22
9871-9060-1466-3499,Intel Core i1-8608K,2020-08-05
8390-3356-7847-3199,AMD Ryzen 4 3505X,2020-10-13
4248-4519-1662-6882,Intel Core i6-1590K,2018-07-26
7399-1032-2035-3900,AMD Ryzen 5 7479X,2019-03-31
6466-3188-5547-5566,Intel Core i3-7134K,2019-12-17
7629-7569-4894-9240,AMD Ryzen 2 9401X,2020-08-25
5733-2179-6249-5145,Intel Core i8-4534K,2019-10-20
3629-7468-4637-6300,AMD Ryzen 7 4973X,2018-06-18
4019-8368-1309-5943,Intel Core i9-1784K,2017-12-27
6095-8486-5760-8953,AMD Ryzen 3 4392X,2019-11-20
4239-9852-4563-5814,Intel Core i5-7976K,2020-04-25
6363-1583-3155-5503,AMD Ryzen 7 8583X,2019-06-17
1098-5251-5865-7761,Intel Core i1-1568K,2018-07-06
9939-2621-3519-2808,AMD Ryzen 4 9743X,2019-10-20
4766-3989-5135-5882,Intel Core i8-5843K,2020-10-15
8417-3078-9016-7925,AMD Ryzen 2 2938X,2018-12-20
4162-4731-7959-5028,Intel Core i2-2764K,2018-09-14
1318-7287-8409-6848,AMD Ryzen 6 6481X,2019-11-28
1431-7472-9185-9848,Intel Core i3-7156K,2020-01-06
1896-7206-3640-9211,AMD Ryzen 6 2217X,2019-04-23
7235-8906-3944-3607,Intel Core i3-1225K,2020-08-01
9398-1667-2141-5935,AMD Ryzen 9 5821X,2020-03-13
3161-9736-1090-5420,Intel Core i3-2783K,2020-03-03
8761-4412-2220-8429,AMD Ryzen 3 9680X,2019-06-02
1201-5966-5615-7665,Intel Core i5-2333K,2018-06-09
7798-9524-2797-8662,AMD Ryzen 8 9695X,2020-07-13
5232-1968-8584-7772,Intel Core i7-5605K,2019-02-24
6977-3675-2845-2538,AMD Ryzen 6 6539X,2019-02-26
6954-6904-6815-1230,Intel Core i4-4105K,2018-05-10
3243-2403-7575-7603,AMD Ryzen 5 7305X,2018-01-14
9344-7105-2109-5661,Intel Core i3-3511K,2019-10-01
8751-7781-3793-1675,AMD Ryzen 8 5227X,2018-01-11
6333-5708-3252-1240,Intel Core i9-4998K,2020-09-01
4714-8167-5926-9763,AMD Ryzen 6 4737X,2019-03-24
8633-9542-8549-2761,Intel Core i6-8888K,2020-01-19
1876-3162-2772-9594,AMD Ryzen 9 8123X,2020-01-09
2101-5520-2238-5871,Intel Core i5-9922K,2018-01-04
8534-3831-6240-7419,AMD Ryzen 4 1960X,2019-06-03
3756-2674-7046-9149,Intel Core i5-8421K,2020-05-25
4981-3042-1625-1415,AMD Ryzen 9 5482X,2018-02-24
5435-5010-7647-9101,Intel Core i1-7151K,2020-10-09
9858-6500-9007-5602,AMD Ryzen 4 7663X,2017-12-15
6999-2579-7988-5977,Intel Core i6-4804K,2018-05-07
2616-8520-7329-9330,AMD Ryzen 5 3157X,2017-12-11
4704-8890-8393-2739,Intel Core i7-7838K,2017-11-05
5723-8713-5846-1747,AMD Ryzen 6 5930X,2019-05-12
4014-5113-6725-7147,Intel Core i5-7873K,2019-08-28
6837-4889-1457-7012,AMD Ryzen 2 1168X,2018-09-30
4184-6768-8218-8666,Intel Core i7-7766K,2020-08-10
6220-3632-6385-3031,AMD Ryzen 7 1411X,2019-11-01
4206-1439-3200-8870,Intel Core i6-8792K,2020-03-18
8197-3409-3737-1483,AMD Ryzen 4 8925X,2020-08-14
3126-5868-5949-8862,Intel Core i4-1135K,2018-03-10
8103-5411-6465-6162,AMD Ryzen 6 3995X,2018-03-29
4298-4080-4623-9142,Intel Core i6-6421K,2018-02-03
2798-2283-9814-1511,AMD Ryzen 2 4544X,2019-05-12
6829-2885-8681-8570,Intel Core i2-2488K,2019-09-29
5414-3175-8980-5438,AMD Ryzen 9 6540X,2019-08-16
2935-6222-3837-8444,Intel Core i1-7124K,2019-02-16
2593-9329-9365-8628,AMD Ryzen 5 7123X,2018-07-23
3357-3344-4411-8630,Intel Core i3-9483K,2018-05-05
1577-7674-1260-3267,AMD Ryzen 9 2565X,2020-06-26
7691-3363-7987-2031,Intel Core i9-2651K,2019-07-03
2854-3871-9384-9003,AMD Ryzen 8 1457X,2020-02-12
8672-8289-4803-8674,Intel Core i4-6192K,2020-10-09
2878-2279-9254-3883,AMD Ryzen 6 1474X,2020-02-07
4468-1699-8360-5291,Intel Core i9-3844K,2018-08-16
6297-1821-6744-3580,AMD Ryzen 4 4556X,2020-09-12
9569-2207-9666-3174,Intel Core i7-4799K,2018-10-31
3305-2240-5143-1173,AMD Ryzen 8 2616X,2018-06-20
3878-1661-8078-9825,Intel Core i1-8626K,2019-06-06
2381-6387-9004-1009,AMD Ryzen 6 6358X,2018-09-24
7039-3831-3006-5751,Intel Core i1-7834K,2019-12-30
1462-2637-3558-5078,AMD Ryzen 8 8204X,2020-05-07
1024-6915-4798-6074,Intel Core i9-2469K,2019-11-20
7899-4837-9463-2258,AMD Ryzen 8 6171X,2020-09-20
9387-5332-2042-4106,Intel Core i2-3207K,2020-08-16
7965-5408-9593-5061,AMD Ryzen 7 7725X,2019-06-12
3544-8190-8599-3243,Intel Core i1-6185K,2018-08-13
9005-7952-3368-8621,AMD Ryzen 7 3292X,2018-02-03
4113-2058-8952-1270,Intel Core i2-8709K,2020-01-30
2909-5774-7486-4080,AMD Ryzen 4 8358X,2018-06-18
4029-7843-4320-2864,Intel Core i8-8786K,2020-05-19
9193-1159-1464-7310,AMD Ryzen 3 8153X,2020-04-27
2320-5545-5944-6404,Intel Core i6-9757K,2020-02-03
9539-4264-6244-7120,AMD Ryzen 2 2252X,2018-05-11
9545-6982-4664-8957,Intel Core i6-6832K,2018-02-08
2514-8360-3239-7809,AMD Ryzen 7 6219X,2020-08-06
8507-7303-6860-3637,Intel Core i7-9606K,2019-06-28
3865-9134-3048-2836,AMD Ryzen 2 7209X,2019-09-28
2708-6778-5787-2223,Intel Core i6-8609K,2018-03-07
4745-5001-9991-1831,AMD Ryzen 6 9693X,2018-09-11
6077-1435-4313-4556,Intel Core i5-5322K,2017-11-08
1278-7458-1287-4952,AMD Ryzen 1 3637X,2019-09-26
7116-7204-9402-8861,Intel Core i5-9210K,2018-07-25
9192-5238-4529-6629,AMD Ryzen 5 1369X,2020-08-17
7588-9109-2348-2851,Intel Core i2-7450K,2018-07-13
1265-6703-5737-9070,AMD Ryzen 9 9802X,2019-05-14
3572-1384-3088-8747,Intel Core i9-5153K,2019-06-10
7059-7181-3340-8692,AMD Ryzen 7 2498X,2020-06-28
8482-8272-9714-9353,Intel Core i5-2758K,2018-09-08
3207-6059-6039-8257,AMD Ryzen 2 6984X,2018-11-10
8947-2026-3008-2262,Intel Core i6-8593K,2019-03-23
1572-4125-9373-5715,AMD Ryzen 8 7814X,2019-01-28
6025-2653-9765-2484,Intel Core i7-7316K,2020-04-23
3793-6599-9426-3914,AMD Ryzen 4 6320X,2018-11-27
5411-9972-9901-7616,Intel Core i1-5637K,2018-06-18
6875-9422-2597-1969,AMD Ryzen 7 3282X,2018-01-21
1238-1639-2565-4869,Intel Core i7-8125K,2019-11-12
6129-7288-8898-2755,AMD Ryzen 6 1678X,2019-07-30
7958-8666-9912-6198,Intel Core i7-8896K,2019-04-26
6866-8048-7437-3471,AMD Ryzen 1 9418X,2019-04-04
4339-1018-5220-9448,Intel Core i9-9165K,2017-10-28
7926-7921-2492-6752,AMD Ryzen 6 5444X,2019-03-10
9638-4708-6437-2411,Intel Core i1-1211K,2020-09-02
8341-7104-1358-3065,AMD Ryzen 3 1373X,2019-01-19
1833-8568-6533-4320,Intel Core i3-3348K,2019-12-09
2188-8995-7338-2108,AMD Ryzen 5 3680X,2020-10-10
8430-8781-7000-4997,Intel Core i7-6125K,2020-04-22
9892-5502-3343-4864,AMD Ryzen 8 1899X,2018-01-03
8846-7100-1997-6129,Intel Core i2-2683K,2019-07-14
2845-8551-5843-1161,AMD Ryzen 8 2589X,2019-01-04
2402-8682-4898-5023,Intel Core i5-4946K,2019-10-04
7644-8144-2116-1168,AMD Ryzen 4 1886X,2018-07-12
5096-5878-4278-1056,Intel Core i1-4216K,2018-04-18
2386-1024-1536-4299,AMD Ryzen 9 9840X,2019-08-01
6606-7026-5808-6185,Intel Core i7-3565K,2019-08-19
8692-9852-3353-3387,AMD Ryzen 4 5443X,2018-03-14
5255-1546-1772-5118,Intel Core i2-4486K,2018-04-26
5913-6047-8950-6011,AMD Ryzen 1 4368X,2019-10-08
8557-1223-3061-9669,Intel Core i2-7455K,2018-06-28
8097-6717-4786-6631,AMD Ryzen 4 5342X,2018-02-12
8838-8360-4411-7113,Intel Core i3-9952K,2019-06-01
3904-5695-4178-6537,AMD Ryzen 4 7810X,2020-01-24
9771-3632-3980-8669,Intel Core i6-9700K,2018-02-22
2846-4571-5487-4259,AMD Ryzen 9 1691X,2017-10-31
1115-4619-4011-9119,Intel Core i3-5570K,2020-01-07
9844-5021-6067-2264,AMD Ryzen 4 3691X,2020-02-23
3393-8517-5089-3389,Intel Core i6-6706K,2018-11-28
2586-7317-2501-5870,AMD Ryzen 3 7618X,2020-03-25
9395-8515-6044-2208,Intel Core i2-3430K,2019-11-10
2017-3743-7210-2173,AMD Ryzen 8 3851X,2018-03-02
8307-5034-5124-1018,Intel Core i3-1299K,2019-08-06
1945-9914-7891-1151,AMD Ryzen 6 8434X,2018-04-19
5423-9565-2171-4958,Intel Core i7-3754K,2019-07-15
9760-6804-3246-5745,AMD Ryzen 8 2561X,2019-10-31
9691-6459-9649-5734,Intel Core i1-5115K,2018-09-28
8596-9392-4972-2769,AMD Ryzen 7 5635X,2019-06-24
3968-1483-2615-9787,Intel Core i1-5352K,2017-11-26
3450-4461-9078-4233,AMD Ryzen 9 5395X,2019-09-10
6306-5876-2135-6887,Intel Core i1-8998K,2019-10-03
3930-7803-9359-6833,AMD Ryzen 2 3537X,2020-06-30
4732-2433-2387-2507,Intel Core i9-8323K,2020-03-21
1567-8353-7019-6749,AMD Ryzen 7 3302X,2019-11-26
5975-4841-8681-4361,Intel Core i8-6299K,2020-10-05
5475-9766-9040-6752,AMD Ryzen 8 9380X,2019-08-03
5955-1223-5463-2995,Intel Core i8-7648K,2019-01-28
6545-5628-6782-1034,AMD Ryzen 2 1102X,2020-03-11
9211-2568-8789-8640,Intel Core i3-5658K,2020-08-06
1336-2645-6070-7807,AMD Ryzen 9 5391X,2018-06-19
4591-9777-4080-5368,Intel Core i3-9804K,2019-09-21
2310-5384-2716-8792,AMD Ryzen 8 5981X,2018-07-06
2526-6817-6874-1868,Intel Core i7-7533K,2018-10-08
3119-8995-6446-2323,AMD Ryzen 8 1189X,2019-10-24
8119-6627-5432-2856,Intel Core i1-8617K,2019-12-06
2032-3266-7337-3424,AMD Ryzen 2 9150X,2020-03-28
2008-6926-8973-1755,Intel Core i3-4656K,2019-10-17
5159-9790-7439-7995,AMD Ryzen 3 8934X,2019-07-09
6038-4509-3529-9315,Intel Core i9-4481K,2019-02-02
7733-5780-1551-9477,AMD Ryzen 3 8666X,2020-02-24
4390-4064-9264-5191,Intel Core i8-5859K,2019-09-17
5437-1135-2239-5170,AMD Ryzen 2 8827X,2020-05-07
1087-3629-5899-1384,Intel Core i1-6505K,2017-11-26
2339-4710-8426-5261,AMD Ryzen 7 3233X,2019-12-07
8100-9902-7715-1453,Intel Core i1-4200K,2020-02-13
7111-6539-1423-5488,AMD Ryzen 2 7264X,2019-05-15
9163-4502-1919-2619,Intel Core i1-2304K,2020-06-27
1919-6064-4959-4030,AMD Ryzen 1 6697X,2020-10-20
5378-7511-5246-9612,Intel Core i7-3427K,2019-10-11
3927-5313-9868-4610,AMD Ryzen 2 1581X,2019-02-04
2789-4105-6568-1714,Intel Core i2-6345K,2018-08-02
3469-8413-5711-3708,AMD Ryzen 3 1411X,2018-10-20
1760-7927-7896-1646,Intel Core i6-7636K,2018-10-02
3466-2878-2611-5516,AMD Ryzen 8 6751X,2019-05-24
7984-8393-2940-4423,Intel Core i6-4666K,2020-05-15
9063-8367-5754-3884,AMD Ryzen 4 6383X,2018-06-27
6074-5963-8865-9729,Intel Core i8-4551K,2020-01-23
3922-9305-3624-3245,AMD Ryzen 1 2429X,2017-12-02
4492-7466-8460-2379,Intel Core i9-6273K,2020-02-09
8291-7495-1816-6511,AMD Ryzen 9 2782X,2020-03-16
6046-4991-1266-6613,Intel Core i3-9929K,2017-12-10
2657-3213-4812-3345,AMD Ryzen 1 1450X,2018-01-19
5666-2678-9927-6367,Intel Core i2-5279K,2018-07-03
2136-5203-8961-1291,AMD Ryzen 5 1572X,2019-08-04
1351-2444-8755-3719,Intel Core i6-8429K,2019-02-10
8628-3289-2513-1944,AMD Ryzen 9 5672X,2018-07-03
2725-5432-4694-7135,Intel Core i7-3254K,2018-08-21
5096-6864-3213-7452,AMD Ryzen 1 9424X,2017-12-04
5187-2748-6805-2149,Intel Core i8-9185K,2018-07-09
7421-5165-7605-6347,AMD Ryzen 7 1375X,2019-10-16
3888-3651-6059-6925,Intel Core i7-7501K,2019-02-21
6051-5196-3675-3673,AMD Ryzen 3 9870X,2017-12-26
9947-5846-1531-3634,Intel Core i3-5699K,2019-12-13
8931-4656-8720-7424,AMD Ryzen 3 4440X,2018-11-06
1680-7947-6620-7701,Intel Core i1-5519K,2017-12-15
2242-7732-9414-2519,AMD Ryzen 3 6599X,2017-11-16
6030-8130-1532-1642,Intel Core i1-9602K,2018-05-29
7370-6794-2265-4779,AMD Ryzen 6 2147X,2020-09-10
8574-1038-1543-8833,Intel Core i4-8988K,2019-11-20
8608-9911-8107-3080,AMD Ryzen 5 9622X,2019-09-26
9006-7510-6400-8023,Intel Core i5-1108K,2019-04-20
2117-2588-7985-4527,AMD Ryzen 5 8794X,2017-11-24
2998-8727-7344-9325,Intel Core i8-3592K,2019-08-05
2764-2578-6093-2922,AMD Ryzen 3 9490X,2020-06-27
4488-5876-9945-1433,Intel Core i1-1790K,2020-09-11
9737-8294-4192-3125,AMD Ryzen 6 2835X,2019-04-27
6423-3707-1398-6421,Intel Core i2-5854K,2018-11-27
7412-6336-9271-4494,AMD Ryzen 1 4485X,2017-11-16
8562-1326-1003-1203,Intel Core i2-8911K,2018-06-18
2339-9522-6345-2028,AMD Ryzen 9 8994X,2018-11-22
7232-5388-6054-3883,Intel Core i5-5169K,2017-12-25
2352-1328-1598-6837,AMD Ryzen 1 9656X,2018-05-27
8339-2614-6563-8663,Intel Core i9-1909K,2020-08-01
7737-4480-7012-9832,AMD Ryzen 1 4733X,2020-09-20
1487-4541-5759-1925,Intel Core i9-8233K,2020-08-18
2945-6165-4737-6817,AMD Ryzen 5 7476X,2018-10-27
1688-6057-3034-9545,Intel Core i9-6987K,2018-04-16
8938-3034-4819-8940,AMD Ryzen 5 7383X,2019-12-30
3740-5308-7155-8637,Intel Core i1-6844K,2019-10-26
5120-9132-1624-4910,AMD Ryzen 7 1468X,2019-01-24
6552-7644-3187-5661,Intel Core i5-7246K,2019-04-18
9280-1222-3780-4624,AMD Ryzen 8 3489X,2019-03-02
2149-8330-6070-1245,Intel Core i9-1640K,2020-02-25
8587-2653-1097-8445,AMD Ryzen 1 2889X,2019-08-14
1522-4408-1295-2393,Intel Core i8-1295K,2020-10-09
6523-2632-6821-8252,AMD Ryzen 6 3613X,2019-03-15
5849-2433-8306-9888,Intel Core i5-6562K,2020-05-05
4170-4541-2580-7948,AMD Ryzen 1 6887X,2019-01-21
7894-1884-4327-4721,Intel Core i1-8821K,2019-08-19
1736-4079-2112-1254,AMD Ryzen 1 4899X,2018-01-16
2571-5235-6765-8687,Intel Core i2-1677K,2018-04-05
1817-2404-2401-4178,AMD Ryzen 6 8951X,2019-11-09
6297-9877-5898-2551,Intel Core i3-4983K,2020-08-19
9947-3087-7174-6358,AMD Ryzen 3 5199X,2019-05-02
2161-8935-4324-3750,Intel Core i5-5710K,2019-11-14
6960-8429-1579-5541,AMD Ryzen 8 8958X,2019-08-31
6253-9452-7651-8296,Intel Core i6-9475K,2019-10-22
1798-2501-1143-3132,AMD Ryzen 9 8206X,2019-04-28
3335-6913-7000-2927,Intel Core i3-9817K,2018-02-06
5539-1756-2145-7006,AMD Ryzen 7 2952X,2018-06-23
2161-1194-1524-2692,Intel Core i6-6294K,2020-04-10
9941-4462-9591-3605,AMD Ryzen 3 7921X,2018-08-13
3102-4272-6424-8127,Intel Core i8-2552K,2020-02-21
2594-8136-2518-5492,AMD Ryzen 7 1188X,2019-03-04
7242-5169-7249-2084,Intel Core i3-9563K,2019-01-12
1589-2912-5595-9073,AMD Ryzen 9 6470X,2018-08-26
2700-5959-5069-7728,Intel Core i3-3919K,2017-10-28
3085-4788-9829-5165,AMD Ryzen 5 5832X,2020-04-17
3534-6059-5079-2814,Intel Core i8-5834K,2019-08-19
6258-1657-8582-4926,AMD Ryzen 1 5543X,2017-12-25
3328-6803-7313-7069,Intel Core i2-7268K,2018-07-14
4297-8822-6601-9348,AMD Ryzen 3 3325X,2018-06-28
4558-4818-4120-3271,Intel Core i9-4214K,2019-11-10
4363-9163-1241-7066,AMD Ryzen 8 8868X,2019-05-03
9750-3678-3758-4178,Intel Core i9-1909K,2019-06-24
6669-3334-1762-6949,AMD Ryzen 2 4792X,2018-04-25
5436-4375-8519-2712,Intel Core i2-6744K,2019-06-17
3507-2528-7599-1817,AMD Ryzen 5 6620X,2018-11-10
2656-5118-7646-2100,Intel Core i7-6477K,2018-08-31
5121-5070-6897-3642,AMD Ryzen 2 3462X,2020-03-31
1384-7903-5988-1451,Intel Core i2-8535K,2018-02-18
